Campaign,Campaign Daily Budget,Campaign Type,Bid Strategy Type,Networks,EU political ads,Desktop Bid adj.,Mobile Bid adj.,Tablet Bid adj.,Start Date,End Date,Ad Group,Max CPC,Keyword,Criterion Type,Ad Type,Final URL,Headline 1,Headline 2,Headline 3,Description 1,Description 2,Path 1,Path 2,PhoneNumber,VerificationURL,Dynamic Search Ad Description 1,Dynamic Search Ad Description 2,Sitelink Text,Sitelink Description 1,Sitelink Description 2,Sitelink Final URL,Callout Text,Structured Snippet Header,Structured Snippet Values,Price Extension Type,Price Extension Price Qualifier,Price Extension Item Header,Price Extension Item Price,Price Extension Item Final URL,Promotion Target,Promotion Discount Modifier,Promotion Percent Off,App ID,App Store,App Link Text,App Final URL,Image Asset Name,Image Asset URL,Location
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,24/7 airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,professional airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,licensed airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,emergency airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,professional airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,24/7 airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number price,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,emergency airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number price,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number services,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number services,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,emergency airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,professional airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,licensed airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number services,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,licensed airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number price,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,same day airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number repair,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,same day airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,same day airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number repair,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number replacement,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number repair,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 4,,airline number replacement,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,what is airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,where to airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,how to airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,what is airline number,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,what is airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,airline number replacement,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,how to airline number,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,how to airline number,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,top airline number near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,airline number services near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,airline number services near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,24/7 airline number near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,airline number price near me,Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,airline number services near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search-20251211-2230,,,,,,,,,,,Ad Group 5,,airline number price near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
